Metric Name,Solution KM Note,SQL Statement,Solution for the issue,Application Code,Issue Summary,Issue Description,Issue Severity,Product to raise SR if help needed,SR Component,SR Sub Component,Scheduling,Scheduling Details,Business Impact,Business Flow,Prod Family,Prod Area
PSFT_GP_CONFLICTING_RETRO_TRIGGERS_FOR_EMPLOYEE,2576660.1,"select 'Y' as EVENT, 
count(*) || ' Conflicting Retro triggers found for an employee in Payroll Run' as KEY_DATA,
'Proposed solution: PSFT Global Payroll - Conflicting Retro Triggers For An Employee In A Payroll Run (Doc ID 2576660.1)' AS SOLUTION
from (
SELECT DISTINCT
('EmplID = ' || A.EMPLID || '; Country = ' || A.COUNTRY || '; Retro Process Definition ID = ' || C.RTO_PRC_ID || '; Calendar Group = ' || A.CAL_RUN_ID|| '; Trigger Event ID = ' || C.TRGR_EVENT_ID) as KEY_DATA
FROM SYSADM.PS_GP_PYE_PRC_STAT A
,SYSADM.PS_GP_RTO_TRGR B
,SYSADM.PS_GP_RTO_EVT C
WHERE A.CAL_RUN_ID <>' '
AND A.SEL_STAT IN ('A','I')
AND A.PRD_TYPE = 'C'
AND A.EMPLID = B.EMPLID
AND B.CAL_RUN_ID = A.CAL_RUN_ID
AND A.COUNTRY = B.COUNTRY
AND C.COUNTRY = B.COUNTRY
AND C.TRGR_EVENT_ID = B.TRGR_EVENT_ID
AND
(EXISTS
(SELECT EMPLID FROM SYSADM.PS_GP_ITER_TRGR I
WHERE I.CAL_RUN_ID= A.CAL_RUN_ID
AND I.ITER_TRGR_STATUS='I'
AND I.EMPLID = A.EMPLID
)
)
AND A.PRC_ORD_TS =
(SELECT MIN(X.PRC_ORD_TS) FROM SYSADM.PS_GP_PYE_PRC_STAT X
WHERE X.EMPLID = A.EMPLID
AND X.EMPL_RCD = A.EMPL_RCD
AND X.CAL_RUN_ID = A.CAL_RUN_ID)
) having count(*) >= 1","Symptoms: The GPPDPRUN fails with the following error:
No segment record found for payee %1, %2 for calendar %3 of pay group %4

Cause: This issue is caused when there are orphaned data, old retro triggers to process or SQL updates directly in the table.

Solution:  To correct the triggers returned by the above script, follow the below instructions:
1. Navigate to Global Payroll & Absence Mgmt > Absence and Payroll Processing > Calculate Absence and Payroll use the run control that the crash occurred from (with parameters grayed out) to cancel the affected payroll run.  
2. Once the payroll run is canceled, go to Global Payroll & Absence Mgmt > Absence and Payroll Processing > Prepare Payroll > Review Triggers and remove the retro triggers for the affected employee.
3. Run again the payroll

For more details, please refer to PSFT Global Payroll - Conflicting Retro Triggers For An Employee In A Payroll Run (Doc ID 2576660.1).",INSTALLED_PAY_GBL,Conflicting retro triggers for employee,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,If an employee have a job data change which causes a corrective retro and if there is absence data entry which causes a forwarding retro then multiple retro events exist with contradictory Retro Process Definitions cannot be processed for an employee at the same time. Either one of the retro has to be cancelled before proceeding with the payroll.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ER_DD_AT_PART_OF_ELEMENT_GROUP,2576674.1,"Select 'Review ' || count(*) || ' Earning(s), Deduction(s) or Absence Take(s) That Are Not Part of any Section or Formula' AS KEY_DATA, 'PSFT Global Payroll - ER,DD,AT That Are Part Of An Element Group That Are Not Part Of Any Section or Formula (Doc ID 2576674.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || D.COUNTRY || '; Element Name = ' || D.PIN_NM || '; PIN Number = ' || D.PIN_NUM || '; PIN Code = ' || D.PIN_CODE || '; Element Number = ' || F.PIN_NM || '; Element Type = ' || D.PIN_TYPE) AS KEY_DATA
FROM SYSADM.PS_GP_ELEM_GRP_MBR E, SYSADM.PS_GP_PIN F, SYSADM.PS_GP_PIN D
WHERE E.PIN_NUM = F.PIN_NUM
AND D.PIN_NUM = E.PIN_ELEM_NUM AND D.PIN_TYPE IN ('ER','DD','AT')
AND D.PIN_NM NOT IN (SELECT C.PIN_NM FROM SYSADM.PS_GP_SECTION_DTL A, SYSADM.PS_GP_PIN B, SYSADM.PS_GP_PIN C
WHERE A.PIN_NUM = B.PIN_NUM AND C.PIN_NUM = A.PIN_ELEM_NUM
AND C.PIN_TYPE IN ('ER','DD','AT'))
AND D.PIN_NUM NOT IN (SELECT G.PIN_FRML_FLD3_NUM FROM SYSADM.PS_GP_FORMULA_DTL G)
AND D.PIN_NUM NOT IN (SELECT H.PIN_ELEM_NUM FROM SYSADM.PS_GP_PYE_SECT_DTL H))
having count(*) > 0","Symptoms: The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if ER,DD,AT that are part of an Element Group which is not part of any Section or Formula.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  Check the results returned to see if the elements are used, or obsolete.

If the elements are used, then they should be added either to a Section or to a Formula. 

To add an element to a Section:
1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Processing > Sections 
2. Add the element returned, by the script, to the Section it belongs.
3. Next, after you have identified the Section, go to Definition Tab, click the ""+"" sign and add the element in the Section Element list grid.
4. Save the change

To add an element to a Formula:
1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > Formulas 
2. Add the element returned, by the script, to the Formula it belongs.
3. Next, after you have identified the Formula, go to Field-by-Field Definition Tab and add the Element to the Field-by-Field area.
Note: Adding the element depends on the calculation rules/sequences you have defined.
4. Save the change

For more details, please refer to PSFT Global Payroll - ER,DD,AT That Are Part Of An Element Group That Are Not Part Of Any Section or Formula (Doc ID 2576674.1).",INSTALLED_PAY_GBL,These elements ER DD AT are part of an element group,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if ER,DD,AT that are part of an Element Group which is not part of any Section or Formula.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_INDUSTRY_PARENT_CHILD_NOT_MATCH,2576619.1,"select 'Y' as EVENT
, count(*) || ' Pins with Industry on Parent not matching Industry on Child' as KEY_DATA
, 'PSFT Global Payroll - Industry On Parent Does Not Match Industry On Child (Doc ID 2576619.1)' as SOLUTION
from (
SELECT DISTINCT ('
PIN Number = '|| A.PIN_NUM || '; Element Name = ' || B.PIN_NM || '; Country = '|| B.COUNTRY || ';
Industry = ' || B.PIN_INDUSTRY || '; PIN Member Number = ' || A.PIN_MBR_NUM || '; Element Name = '|| C.PIN_NM || ';
Country = '|| C.COUNTRY || '; Industry = ' || C.PIN_INDUSTRY ) AS KEY_DATA
FROM SYSADM.PS_GP_PINTREE_VW A,
SYSADM.PS_GP_PIN B,
SYSADM.PS_GP_PIN C WHERE A.PIN_NUM = B.PIN_NUM AND A.PIN_MBR_NUM = C.PIN_NUM AND B.PIN_INDUSTRY <> ' ' AND (C.PIN_INDUSTRY <> ' ' AND B.PIN_INDUSTRY <> C.PIN_INDUSTRY)
) having count(*) >= 1","Symptoms: Errors will occur if Industry set on Parent Element does not match Industry on Child Element.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To fix the Elements with different Industry values, navigate to the page specific of the element type returned:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements:
    a. Payroll Elements for Earnings and Deductions
    b. Absence Elements for Absence Entitlements and Absence Takes
    c. Supporting Elements for Accumulators, Arrays, Brackets, Formulas and so forth
2. Search the Element Name that needs to be modified
3. On the first tab of the Element, the field ""Industry/Region"" should be modified accordingly
4. Save the change

For more details, please refer to PSFT Global Payroll - Industry On Parent Does Not Match Industry On Child (Doc ID 2576619.1).",INSTALLED_PAY_GBL,Parent and Child Industry mismatch,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies when 9.	Industry on parent Element does not match industry on child Element. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ARRAY_KEYS_NOT_EXIST_IN_REC_DEFN,2576622.1,"Select 'Review ' || count(*) || ' Missing Element(s) of Type AR (Array) In Record Definition' AS KEY_DATA, 'PSFT Global Payroll - Array Keys Does Not Exist In Record Definition (Doc ID 2576622.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT
DISTINCT ('Record Name = ' || E1.RECNAME || '; PIN Number = ' || E1.PIN_NUM || '; Element Name = '|| E3.PIN_NM || '; Field Name = ' || E2.FIELDNAME || ';
Element Number = ' || E2.PIN_ELEM_NUM || '; Element Name = '|| E4.PIN_NM || '; Field Format = '|| E4.FLD_FMT ||'; Country = '||E3.COUNTRY ) AS KEY_DATA
FROM SYSADM.PS_GP_ARRAY E1,
SYSADM.PS_GP_ARRAY_KEY E2,
SYSADM.PS_GP_PIN E3,
SYSADM.PS_GP_PIN E4
WHERE E1.PIN_NUM = E2.PIN_NUM
AND E1.PIN_NUM = E3.PIN_NUM
AND E2.PIN_NUM = E3.PIN_NUM
AND E2.PIN_ELEM_NUM = E4.PIN_NUM
AND E2.FIELDNAME NOT IN (SELECT E5.FIELDNAME
FROM SYSADM.PSRECFIELDALL E5
WHERE E1.RECNAME = E5.RECNAME)
AND EXISTS (SELECT 'X' FROM SYSADM.PSRECDEFN
WHERE RECNAME = E1.RECNAME
))
having count(*) > 0","Symptoms: The GPPDPRUN process (used for running both Payroll and Absences) will end in error and there will be miscalculations as well when there are elements of type AR (array), that don't have Array Keys in the definition. 

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To correct the values returned, follow the below steps:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > Arrays
2. Search the Element Name that needs to be modified
3. Go to Field Map and Keys tab and modify the values from Keys and Retrieval Criteria grid
4. Save the change

For more details, please refer to PSFT Global Payroll - Array Keys Does Not Exist In Record Definition (Doc ID 2576622.1).",INSTALLED_PAY_GBL,Array Keys do not exist in record definition,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies the Array Keys that does not exist in record definition. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_EMPLOYEES_RETRO_CALC_DATE_NOT_MATCH,2579771.1,"Select 'Review ' || count(*) || ' Employee(s) Who Has a Retroactive Calc Begin Date With Unmatched Earliest Job Record Row' AS KEY_DATA, 'PSFT Global Payroll - Employees Whose Retro Calculation Begin Date Does Not Match Earliest JOB Record (Doc ID 2579771.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Empl ID = ' || A.EMPLID || '; No Retro Processing Before = ' || B.GP_CALC_BGN_DT || '; Payroll System = ' || A.PAY_SYSTEM_FLG || '; Effective Date = ' || A.EFFDT) AS KEY_DATA
FROM SYSADM.PS_JOB A,
SYSADM.PS_GP_PAYEE_DATA B,
SYSADM.PS_PERSONAL_DATA C
WHERE A.EMPLID= B.EMPLID
AND A.EFFDT <> B.GP_CALC_BGN_DT
AND A.EFFDT = (SELECT MIN (C.EFFDT)
FROM SYSADM.PS_JOB C
WHERE A.EMPLID = C.EMPLID
AND C.PAY_SYSTEM_FLG = 'GP')
AND C.EMPLID = B.EMPLID)
having count(*) > 0","Symptoms: The retro pay calendar is not calculated when an employee has a retroactive calculation begin date that does not match the earliest Job record row.

Cause: This can happen due to backdated hire date change where the trigger will not be processed. 

Solution:  To correct the data for the employees returned by the above script follow the below steps:

1. Navigate to Global Payroll & Absence Mgmt > Payee Data > Create Overrides > Assign Retro Limits
2. Search for the problematic EMPLID
3. Update the field ""No Retro Processing Before"" with a date that matches the earliest effective date from Job Data page (Workforce Administration > Job Information > Job Data)
4. Save the change

For more details, please refer to PSFT Global Payroll - Employees Whose Retro Calculation Begin Date Does Not Match Earliest JOB Record (Doc ID 2579771.1).",INSTALLED_PAY_GBL,Employee retro calculation date mismatch,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if employees Retro calculation begin date does not match with the earliest Job record. This is caused due to backdated hire date change where the trigger will not be processed.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_INVALID_FIELDS_IN_ARRAY_RECORD_DEFN,2576621.1,"Select 'Review ' || count(*) || ' Array(s) With Invalid Fields In Record Definition' AS KEY_DATA, 'PSFT Global Payroll - Invalid Fields In Array Record Definition (Doc ID 2576621.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT
DISTINCT ('Record Name = ' || A.RECNAME || '; PIN Number = ' || A.PIN_NUM || '; Element Name = '|| C.PIN_NM || '; Field Name = ' || B.FIELDNAME || '; Variable Number = ' || B.PIN_VAR_NUM || '; Country = ' || C.COUNTRY) AS KEY_DATA
FROM SYSADM.PS_GP_ARRAY A,
SYSADM.PS_GP_ARRAY_FLD B,
SYSADM.PS_GP_PIN C,
SYSADM.PS_GP_PIN D
WHERE A.PIN_NUM = B.PIN_NUM
AND A.PIN_NUM = C.PIN_NUM
AND B.PIN_NUM = C.PIN_NUM
AND B.PIN_VAR_NUM = D.PIN_NUM
AND B.FIELDNAME NOT IN (SELECT E.FIELDNAME FROM SYSADM.PSRECFIELDALL E
WHERE E.RECNAME = A.RECNAME)
AND EXISTS (SELECT 'X' FROM SYSADM.PSRECDEFN
WHERE RECNAME = A.RECNAME
))
having count(*) > 0","Symptoms: The GPPDPRUN process (used for running both Payroll and Absences) will end in error and there will be miscalculations as well when there are invalid Fields in the Array record definition. 

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To fix the Arrays with invalid Fields in record definition, follow the instructions below:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > Arrays
2. Search the Element Name that needs to be modified
3. Go to Field Map and Keys, in Map Retrieved Fields to Variable Elements grid correct the invalid field.
4. Save the change

For more details, please refer to PSFT Global Payroll - Invalid Fields In Array Record Definition (Doc ID 2576621.1).",INSTALLED_PAY_GBL,Invalid Fields in Array record definition,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies invalid Fields in Array record definition. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ELEMENTS_WITH_DUPLICATE_NAMES,2583254.1,"select 'Y' as EVENT
, count(*) || ' Elements found with duplicate names' as KEY_DATA
, 'Proposed solution: PSFT Global Payroll - Elements With Duplicate Names (Doc ID 2583254.1)' as SOLUTION
from (
SELECT DISTINCT
('Country = ' || A.COUNTRY || ';
PIN Number = ' || A.PIN_NUM || ';
Element Name = ' || A.PIN_NM) AS KEY_DATA
FROM SYSADM.PS_GP_PIN A, SYSADM.PS_GP_PIN B
WHERE A.USED_BY = 'A'
AND A.PIN_NM = B.PIN_NM
AND A.PIN_NUM <> B.PIN_NUM
OR
(A.USED_BY = 'C' AND A.COUNTRY = B.COUNTRY
AND A.PIN_NM = B.PIN_NM
AND A.PIN_NUM <> B.PIN_NUM)
) having count(*) >= 1","Symptoms: After running GPPDPRUN process (used for running both Payroll and Absences) there will be miscalculations if there are Elements with duplicate names on GP_PIN table.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution: To fix the Elements with duplicate names on GP_PIN, navigate to the page specific of the element type returned:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements:
    a. Payroll Elements for Earnings and Deductions
    b. Absence Elements for Absence Entitlements and Absence Takes
    c. Supporting Elements for Accumulators, Arrays, Brackets, Formulas and so forth
2. Search the Element Name that needs to be modified
3. On the first tab of the Element, the field ""Name"" should be modified accordingly
4. Save the change

For more details, please refer to PSFT Global Payroll - Elements With Duplicate Names (Doc ID 2583254.1).",INSTALLED_PAY_GBL,Elements with duplicate names,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies when more Elements are defined with same Name on PS_GP_PIN (Global Payroll Pay Item Names table). If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_DUPLICATE_PIN_CODE,2576172.1,"Select 'Review ' || count(*) || ' Element(s) With The Same PIN Code' AS KEY_DATA, 'PSFT Global Payroll - More Than One Element Exists With The Same PIN Code (Doc ID 2576172.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT ('Country = ' || COUNTRY || '; PIN Code = ' || PIN_CODE ) AS KEY_DATA
FROM SYSADM.PS_GP_PIN
GROUP BY COUNTRY , PIN_CODE
HAVING COUNT(*) > 1)
having count(*) > 0","Symptoms: The GPPDPRUN process (used for running both Payroll and Absences) will end in error and there will be miscalculations as well when there are more elements having the same PIN_CODE. 

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  When an element name is created, the system assigns the element a PIN code and a PIN number. As per PeopleBooks Understanding PIN Codes and PIN Numbers, an element name can be renamed, but the PIN code is a constant.

In order to correct the elements that have the same PIN_CODE, please raise a Service Request with the Global Payroll Core Support team.
Product: PeopleSoft Enterprise HCM Global Payroll Core 
Problem Type: Elements - Framework

For more details, please refer to PSFT Global Payroll - More Than One Element Exists With The Same PIN Code (Doc ID 2576172.1).",INSTALLED_PAY_GBL,Duplicate PIN code,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,MON,"If duplicate PIN code, Payroll Process GPPDPRUN will run to error",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_TL_CALENDAR_SET_FOR_PAYGROUP_NOT_FOUND,2579775.1,"Select 'Review ' || count(*) || ' Period ID(s) Missing From GP_CAL_PRD Record' AS KEY_DATA, 'PSFT Global Payroll - Invalid Fields In Array Record Definition (Doc ID 2576621.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
( 'Calendar ID = ' || A.CAL_ID ||'; Period ID = ' || A.CAL_PRD_ID ||'; Pay Group = ' || A.GP_PAYGROUP ) AS KEY_DATA
FROM SYSADM.PS_GP_CALENDAR A, SYSADM.PS_GP_RUN_TYPE B
WHERE A.RUN_TYPE=B.RUN_TYPE
AND B.CALC_TYPE='P'
AND NOT EXISTS (SELECT C.CAL_PRD_ID FROM SYSADM.PS_GP_CAL_PRD C WHERE A.CAL_PRD_ID=C.CAL_PRD_ID ))
having count(*) > 0","Symptoms:  Period IDs that are entered on the Calendar set up for the PayGroup, should exist in the GP_CAL_PRD record.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To correct the Calendar ID setup, follow the below instructions:

Create the Period ID defined on the Calendar ID:
  1. Navigate to Global Payroll & Absence Mgmt > Absence and Payroll Processing > Define Calendars > Periods
  2. Add a New Value with the Period ID value that is missing
  3. Save the change

OR

Add an existing Period ID to the Calendar ID:
  1. Navigate to Global Payroll & Absence Mgmt > Absence and Payroll Processing > Define Calendars > Calendars
  2. In the Definition Tab, modify the value for the Period ID field
  3. Save the change

For more details, please refer to PSFT Global Payroll - Period ID defined on Calendar Setup is missing from GP_CAL_PRD record (Doc ID 2579775.1).",INSTALLED_PAY_GBL,Paygroup calendar not found,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies all Period ID entered as the T&L Calendar on the Calendar set up for the PayGroup that are not found in the GP CAL PRD table. These are important for any Payroll to run properly, will be more helpful to verify this setup during the first Payroll for any fiscal year.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ELEMENT_NOT_ON_OTHER_ELEMENT_DEF,2576615.1,"Select 'Review ' || count(*) || ' Element(s) Not Referenced On Other Elements Definition' AS KEY_DATA, 'PSFT Global Payroll - Element Not Referenced On Other Element Definitions (Doc ID 2576615.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || A.COUNTRY ||
'; Element Type = ' || A.PIN_TYPE ||
'; PIN Number = ' || A.PIN_NUM ||
'; Element Name = ' || A.PIN_NM ||
'; PIN Code = ' || A.PIN_CODE) AS KEY_DATA
FROM SYSADM.PS_GP_PIN A left join SYSADM.PS_GP_PINMAP_EFFDT B
on B.PIN_MBR_NUM = A.PIN_NUM
WHERE B.PIN_MBR_NUM IS NULL
AND A.PIN_TYPE NOT IN ('AA', 'AC', 'EG', 'PR', 'SY')
AND A.PIN_NUM > 2000)
having count(*) > 0","Symptoms: The GPPDPRUN process (used for running both Payroll and Absences) will end in error and there will be miscalculations as well when there is an element that is not referenced on other elements definitions.

Cause: This can happen due to packaging error or invalid application of package, basically we can have this check done after taking up any PUM updates as this will cause erroneous data and inconsistent element details.

So having this corrected will make sure the element relationships are proper and accurate.
Also, it is a good reminder in case a new element is created and not used in another element's definitions (orphaned).

Solution:  In order to correct the elements that are not referenced on other elements' definitions, please raise a Service Request with the Global Payroll Core Support team.
Product: PeopleSoft Enterprise HCM Global Payroll Core 
Problem Type: Elements - Framework

For more details, please refer to PSFT Global Payroll - Element Not Referenced On Other Elements Definition (Doc ID 2576615.1).",INSTALLED_PAY_GBL,Elements unreferenced on other elements definitions,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies Element that are not Reference on other element definitions. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ELEMENT_GROUPS_NOT_REFERENCED,2576659.1,"Select 'Review ' || count(*) || ' Element Group(s) Not Referenced By Eligibility Groups' AS KEY_DATA, 'PSFT Global Payroll - Element Groups Not Referenced by Eligibility Groups (Doc ID 2576659.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || A.COUNTRY || '; Element Type = ' || A.PIN_TYPE || '; PIN Number = ' || A.PIN_NUM || '; Element Name = ' || A.PIN_NM || '; PIN Code = ' || A.PIN_CODE || '; Element Group Use = ' || B.ELEM_GRP_USE_OPTN || '; Translate Long Name = ' || C.XLATLONGNAME) AS KEY_DATA,
'Proposed solution: PSFT Global Payroll - Element Groups Not Referenced by Eligibility Groups (Doc ID 2576659.1)' AS SOLUTION,
'Y' as EVENT_RAISED
FROM SYSADM.PS_GP_PIN A,
SYSADM.PS_GP_ELEM_GRP B,
SYSADM.PSXLATITEM C
WHERE A.PIN_TYPE = 'EG'
AND A.PIN_NUM = B.PIN_NUM
AND C.FIELDNAME = 'ELEM_GRP_USE_OPTN'
AND C.FIELDVALUE = B.ELEM_GRP_USE_OPTN
AND ((B.ELEM_GRP_USE_OPTN = 'ELG'
AND NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_ELIG_GRP_MBR WHERE PS_GP_ELIG_GRP_MBR.PIN_ELEM_GRP_NUM = A.PIN_NUM))
OR (B.ELEM_GRP_USE_OPTN = 'ELN'
AND NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_ELN_SET_LST WHERE PS_GP_ELN_SET_LST.PIN_ELEM_GRP_NUM = A.PIN_NUM))
OR (B.ELEM_GRP_USE_OPTN = 'ALL'
AND NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_ELIG_GRP_MBR WHERE PS_GP_ELIG_GRP_MBR.PIN_ELEM_GRP_NUM = A.PIN_NUM)
AND NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_ELN_SET_LST WHERE PS_GP_ELN_SET_LST.PIN_ELEM_GRP_NUM = A.PIN_NUM))))
having count(*) > 0","Symptoms: After running the process GPPDPRUN (used for both Absence and Payroll run) , the following messages can be displayed in Payee Messages page:

""Eligibility Group %1 could not be found.  Payment resolution is terminated. (17005,941)
Eligibility Group could not be found. Segment is set in error without being processing Eligibility Groups are setup at the Pay Group level.
Go to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Organizational > Eligibility Groups (check definition), and Pay Groups (for segments found in error).""

Or

""Eligibility Group %1 is not active as of %2.  Payment resolution is terminated. (17005,942)
Eligibility Group is not active within the time period of the segment. Segment is set in error without being processed Eligibility Groups are setup at the Pay Group level.
Go to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Organizational > Eligibility Groups (check definition), and Pay Groups (for segments found in error).""

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To add the element group returned by the above script to an Eligibility Group, follow the below instructions:
1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Organizational > Eligibility Groups > Eligibility Groups
2. Add the element group returned, by the script , to the Eligibility Group it belongs
3. Next, after you have identified the Eligibility Group, go to Eligibility Group Members grid, click the ""+"" sign and add the element group
4. Save the change

For more details, please refer to PSFT Global Payroll - Element Groups Not Referenced by Eligibility Groups (Doc ID 2576659.1).",INSTALLED_PAY_GBL,Groups not referenced,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if element groups are not referenced by Eligibility groups.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
